title,album,year,artist,genre,text,url,hero
Poonakaalu Loading,Waltair Veerayya (Original Motion Picture Soundtrack),2023,Devi Sri PrasadRoll RidaRam Miriyala,Jazz,poonakaalu load waltair veerayya ( origin motion pictur soundtrack ) devi sri prasadrol ridaram miriyala,https://www.jiosaavn.com/song/poonakaalu-loading/HjlZBDxeXXQ,
Bae,College Don,2022,Anirudh RavichanderAdithya RK,Electronic,bae colleg don anirudh ravichanderadithya rk,https://www.jiosaavn.com/song/bae/KlEGVx0GRh4,
Bharata Vedamuga,Pournamy,2000,Devi Sri PrasadK. S. Chithra,Blues,bharata vedamuga pournami devi sri prasadk . s. chithra,https://www.jiosaavn.com/song/bharata-vedamuga/AD06QUN4Yl4,
Omkaram Srusthi,Damarukam,2012,Devi Sri PrasadVenkat Sai,Electronic,omkaram srusthi damarukam devi sri prasadvenkat sai,https://www.jiosaavn.com/song/omkaram-srusthi/RCMTVzoIe14,
Atta Sudake,Khiladi,2021,Devi Sri PrasadSameera Bharadwaj,Hip-hop,atta sudak khiladi devi sri prasadsameera bharadwaj,https://www.jiosaavn.com/song/atta-sudake/I1suWhoHYFk,
Single's Anthem,Bheeshma,2019,Anurag Kulkarni,Blues,singl 's anthem bheeshma anurag kulkarni,https://www.jiosaavn.com/song/singles-anthem/Aw0cWhVFA3Y,
Baby Won't You Tell Me,Saaho,2019,Shankar MahadevanShweta MohanSiddharth Mahadevan,Hip-hop,babi wo n't you tell me saaho shankar mahadevanshweta mohansiddharth mahadevan,https://www.jiosaavn.com/song/baby-wont-you-tell-me/GDEmABVlfVQ,
Deevinchaave,Deevinchaave,2023,Suhaas PrinceAnup RubensDr. P. Satish Kumar,Classical,deevinchaav deevinchaav suhaa princeanup rubensdr . p. satish kumar,https://www.jiosaavn.com/song/deevinchaave/Rj9aAkwCflY,
Brindavanam,Rowdy Boys,2021,Mangli Satyavathi,Classical,brindavanam rowdi boy mangli satyavathi,https://www.jiosaavn.com/song/brindavanam/SAM8cDhVcVk,
Chalore Chalore (Hindi),Jalsa,2008,Devi Sri Prasad,Country,chalor chalor ( hindi ) jalsa devi sri prasad,https://www.jiosaavn.com/song/chalore-chalore-hindi/PiQ4RjwdZ0U,
SteppaMaar,Double ISMART,2024,Mani SharmaAnurag KulkarniSahithi Chaganti,Hip-hop,steppamaar doubl ismart mani sharmaanurag kulkarnisahithi chaganti,https://www.jiosaavn.com/song/steppamaar/CFgvHAxGU1I,
Nalla Nagulamma (DJ Song),Nalla Nagulamma (DJ Song),2023,Akunuri DevaiahLavanya Potharaju,Hip-hop,nalla nagulamma ( dj song ) nalla nagulamma ( dj song ) akunuri devaiahlavanya potharaju,https://www.jiosaavn.com/song/nalla-nagulamma-dj-song/RAM5CBl-ZUM,
Kilimanjaro Bhala,Robo,2010,A.R. RahmanJaved AliChinmayi Sripada,Pop,kilimanjaro bhala robo a.r . rahmanjav alichinmayi sripada,https://www.jiosaavn.com/song/kilimanjaro-bhala/NQYGQRVzbUQ,
Barbie Girl,Mirchi,2013,Devi Sri PrasadJaspreet JaszSuchitra,Blues,barbi girl mirchi devi sri prasadjaspreet jaszsuchitra,https://www.jiosaavn.com/song/barbie-girl/Hl0nCABAAlQ,
Dil Mangey More,Krishna,2007,ChakriKunal GanjawalaMaha Lakshmi,Rock,dil mangey more krishna chakrikun ganjawalamaha lakshmi,https://www.jiosaavn.com/song/dil-mangey-more/RRgfCCIEAGo,
Kondalalo Nelakonna,Annamayya,1997,Annamayya KeerthanaS.P. Balasubrahmanyam,Hip-hop,kondalalo nelakonna annamayya annamayya keerthanas.p . balasubrahmanyam,https://www.jiosaavn.com/song/kondalalo-nelakonna/FCFfAEd6UHc,
Maa Uri Cheruvu Venuka,Palle Patalu(Best Folk Songs),2019,Sruthi Patel,Jazz,maa uri cheruvu venuka pall patalu ( best folk song ) sruthi patel,https://www.jiosaavn.com/song/maa-uri-cheruvu-venuka/MyQHdBx6QVs,
O Rendu Prema Meghaalila (Reprise),Baby,2023,Vijai BulganinSreerama Chandra,Blues,o rendu prema meghaalila ( repris ) babi vijai bulganinsreerama chandra,https://www.jiosaavn.com/song/o-rendu-prema-meghaalila-reprise/RF0jeUJ3TUI,
Manasulo Madhve,Sakuni,2012,Sonu NigamSaindhavi,Electronic,manasulo madhv sakuni sonu nigamsaindhavi,https://www.jiosaavn.com/song/manasulo-madhve/NQc0BixxTUM,
Osey Ramulamma,Osey Ramulamma,2000,Vandemataram SrinivasSwarnalatha,Jazz,osey ramulamma osey ramulamma vandemataram srinivasswarnalatha,https://www.jiosaavn.com/song/osey-ramulamma/FCwFARh2X3k,
Nee Tholisariga,Santhosham,2000,R.P. PatnaikUsha,Country,nee tholisariga santhosham r.p . patnaikusha,https://www.jiosaavn.com/song/nee-tholisariga/Ej8pQi5eZEI,
Induvadana,Challenge,1984,IlaiyaraajaS. JanakiS.P. Balasubrahmanyam,Country,induvadana challeng ilaiyaraaja . janakis.p . balasubrahmanyam,https://www.jiosaavn.com/song/induvadana/Az8vSR0Hc3c,
Paddanandi,Student No. 1,2000,Udit NarayanK. S. Chithra,Country,paddanandi student no . 1 udit narayank . s. chithra,https://www.jiosaavn.com/song/paddanandi/IAspSw5dXFA,
Laychalo,Bruce Lee,2018,ThamanMegha,Classical,laychalo bruce lee thamanmegha,https://www.jiosaavn.com/song/laychalo/HDlTAiNaZ3U,
Silakaaa,Mirapakay,2010,Thaman SRahul NambiarK. S. Chithra,Rock,silakaaa mirapakay thaman srahul nambiark . s. chithra,https://www.jiosaavn.com/song/silakaaa/NCYGegUAY2E,
Gunzukunnaa,Kadali,2012,Shakthisree GopalanA.R. Rahman,Electronic,gunzukunnaa kadali shakthisre gopalana.r . rahman,https://www.jiosaavn.com/song/gunzukunnaa/M19ZQzJadAc,
Sankurathri Kodi,Yuva,2004,A.R. RahmanMadhusri,Jazz,sankurathri kodi yuva a.r . rahmanmadhusri,https://www.jiosaavn.com/song/sankurathri-kodi/FBsYUiBAfFU,
Voddura Sodhara,Manmadhudu,2002,S.P. Balasubrahmanyam,Country,voddura sodhara manmadhudu s.p . balasubrahmanyam,https://www.jiosaavn.com/song/voddura-sodhara/SBtddzheYkQ,
Andhari Bhanduvayya,Devullu,2000,Vandemataram SrinivasS.P. Balasubrahmanyam,Blues,andhari bhanduvayya devullu vandemataram srinivass.p . balasubrahmanyam,https://www.jiosaavn.com/song/andhari-bhanduvayya/NwIqSwxAQ0k,
Yeluko Nayaka,Narasimhudu,2005,Mani SharmaGangaMallikarjun,Electronic,yeluko nayaka narasimhudu mani sharmagangamallikarjun,"https://www.jiosaavn.com/song/yeluko-nayaka/AQE9eTh,QVc",
Roja Roja,Premikula Roju,1999,P. Unni Krishnan,Classical,roja roja premikula roju p. unni krishnan,https://www.jiosaavn.com/song/roja-roja/Hl0oXUIHUAQ,
One More Time,Temper,2015,RanjithLipsika BhashyamAnup Rubens,Rock,one more time temper ranjithlipsika bhashyamanup ruben,https://www.jiosaavn.com/song/one-more-time/SFsFZSxlAnA,
Taagudam,Taagudam,2024,CNU Beats,Hip-hop,taagudam taagudam cnu beat,https://www.jiosaavn.com/song/taagudam/MgcveDJgTWs,
Jabiliki,Andala Raamudu,2006,S.A. Raj KumarShreya GhoshalRajesh,Rock,jabiliki andala raamudu s.a. raj kumarshreya ghoshalrajesh,https://www.jiosaavn.com/song/jabiliki/NQcbYjV5WWY,
Maayadari Pillada,Bobbili Simham,1994,Nagur BabuRadhika,Blues,maayadari pillada bobbili simham nagur baburadhika,https://www.jiosaavn.com/song/maayadari-pillada/KCNGZllUdAM,
Tirumalavaasa Sri Venkatesha,Venkateswara Manasa Smarami,2013,Lalitha Saagari,Country,tirumalavaasa sri venkatesha venkateswara manasa smarami lalitha saagari,https://www.jiosaavn.com/song/tirumalavaasa-sri-venkatesha/HycxBAVBZh4,
Kannu Kottina,Balu ABCDEFG,2004,Udit NarayanSujatha Mohan,Country,kannu kottina balu abcdefg udit narayansujatha mohan,https://www.jiosaavn.com/song/kannu-kottina/HV0pBC57AGs,
Shiva Thandavam,Om Namo Shiva Rudraya,2011,Bhole ShavaliSrikanth Meka,Hip-hop,shiva thandavam om namo shiva rudraya bhole shavalisrikanth meka,https://www.jiosaavn.com/song/shiva-thandavam/OQIEaTZqf0U,
Life of Pandu,Thiru,2023,Dinker kalvalaSri Sai Kiran,Rock,life of pandu thiru dinker kalvalasri sai kiran,https://www.jiosaavn.com/song/life-of-pandu/RV0bbkVYAXc,
Govindaa Sritha,Annamayya,1997,Annamayya KeerthanaS.P. BalasubrahmanyamM.M. KeeravaaniAnand BhattacharyaAnuradha Paudwal,Electronic,govindaa sritha annamayya annamayya keerthanas.p . balasubrahmanyamm.m . keeravaanianand bhattacharyaanuradha paudwal,https://www.jiosaavn.com/song/govindaa-sritha/MjkAej54e0Q,
Aaresukopoyi,Adavi Ramudu,1977,P. SusheelaS.P. BalasubrahmanyamK. V. Mahadevan,Pop,aaresukopoyi adavi ramudu p. susheelas.p . balasubrahmanyamk . v. mahadevan,https://www.jiosaavn.com/song/aaresukopoyi/RCclSTNzQnI,
Pedave Palikina,Naani,2004,A.R. RahmanSadhana SargamUnni Krishnan,Electronic,pedav palikina naani a.r . rahmansadhana sargamunni krishnan,https://www.jiosaavn.com/song/pedave-palikina/BkUifFlGAgo,
Hrudhayam,Parugu,2008,Mani SharmaHemachandra,Classical,hrudhayam parugu mani sharmahemachandra,https://www.jiosaavn.com/song/hrudhayam/JyYYXjlxRHw,
Seere Gattina Sudava (DJ Version),Seere Gattina Sudava (DJ Version),2024,Singer UshakkaLavanya Ravindar,Country,seer gattina sudava ( dj version ) seer gattina sudava ( dj version ) singer ushakkalavanya ravindar,https://www.jiosaavn.com/song/seere-gattina-sudava-dj-version/RzA4CDIHdUQ,
Tharagathi Pathos,Colour Photo,2020,Kaala Bhairava,Jazz,tharagathi patho colour photo kaala bhairava,https://www.jiosaavn.com/song/tharagathi-pathos/O1AddTgdBnA,
Yentho Ruchira,Sri Ramadasu,2006,M. M. KeeravaniS.P. Balasubrahmanyam,Rock,yentho ruchira sri ramadasu m. m. keeravanis.p . balasubrahmanyam,https://www.jiosaavn.com/song/yentho-ruchira/OQ09AQVqaHg,
Sandram Lona Neerantha,Uppena,2020,Sean Roldan,Electronic,sandram lona neerantha uppena sean roldan,https://www.jiosaavn.com/song/sandram-lona-neerantha/Hgw-QkIDXFA,
Jivvumani Kondagali,Lankeswarudu,1989,ManoS. JanakiRaj Koti,Country,jivvumani kondagali lankeswarudu mano . janakiraj koti,https://www.jiosaavn.com/song/jivvumani-kondagali/BzxTcgMCWmY,
Dol Dol Dol Bhaje,Mr. Perfect,2011,Devi Sri PrasadAnitha KarthikeyanM.L.R. Karthikeyan,Rock,dol dol dol bhaje mr. perfect devi sri prasadanitha karthikeyanm.l.r . karthikeyan,https://www.jiosaavn.com/song/dol-dol-dol-bhaje/PS4hZiJyTmM,
Zindabad Zindabad,Ismart Shankar,2019,Sarath SanthoshRamya Behara,Electronic,zindabad zindabad ismart shankar sarath santhoshramya behara,https://www.jiosaavn.com/song/zindabad-zindabad/OCIaQUwFbVc,
Digu Digu Digu Naaga,Varudu Kaavalenu,2021,Shreya Ghoshal,Country,digu digu digu naaga varudu kaavalenu shreya ghoshal,https://www.jiosaavn.com/song/digu-digu-digu-naaga/PSspbi1-Z0A,
Premantey Enti,Pelli SandaD,2021,Shweta PanditHaricharan,Blues,premantey enti pelli sandad shweta panditharicharan,https://www.jiosaavn.com/song/premantey-enti/H100ei53f2M,
Avunu Nijam,Athadu,2005,KKSunitha Upadrasta,Pop,avunu nijam athadu kksunitha upadrasta,https://www.jiosaavn.com/song/avunu-nijam/Oz4KXkdaRks,
Bathuku Marchindi Jagananna Raa,Bathuku Marchindi Jagananna Raa,2024,Jagananna Connects,Jazz,bathuku marchindi jagananna raa bathuku marchindi jagananna raa jagananna connect,"https://www.jiosaavn.com/song/bathuku-marchindi-jagananna-raa/HzkoYCN,e1k",
Guche Gulabi,Most Eligible Bachelor,2020,Armaan Malik,Country,guch gulabi most elig bachelor armaan malik,https://www.jiosaavn.com/song/guche-gulabi/RhgnWhgJVmo,
Mellaga Tellarindoi,Shatamanam Bhavati,2016,Anurag KulkarniRamya BeharaMohana Bhogaraju,Hip-hop,mellaga tellarindoi shatamanam bhavati anurag kulkarniramya beharamohana bhogaraju,https://www.jiosaavn.com/song/mellaga-tellarindoi/NA4HWxZFBVc,
Nenante Naaku,Oosaravelli,2011,Devi Sri PrasadAdnan Sami,Rock,nenant naaku oosaravelli devi sri prasadadnan sami,https://www.jiosaavn.com/song/nenante-naaku/PyE-BTVmVn4,
Rave Rajahamsala,Muddula Mogudu,2000,KotiS.P. BalasubrahmanyamSujatha Mohan,Classical,rave rajahamsala muddula mogudu kotis.p . balasubrahmanyamsujatha mohan,https://www.jiosaavn.com/song/rave-rajahamsala/PV4mczFZVVI,
Aale Bale,Teenmaar,2011,Mani SharmaShravana BhargaviHemachandra,Pop,aal bale teenmaar mani sharmashravana bhargavihemachandra,https://www.jiosaavn.com/song/aale-bale/BisISRZIAUs,
Gummadi Narsaiah,Gummadi Narsaiah,2024,Charan Arjun,Electronic,gummadi narsaiah gummadi narsaiah charan arjun,https://www.jiosaavn.com/song/gummadi-narsaiah/SDwYAEEHfUo,
Jatha Kalise,Srimanthudu,2015,SagarSuchitraDevi Sri Prasad,Jazz,jatha kalis srimanthudu sagarsuchitradevi sri prasad,https://www.jiosaavn.com/song/jatha-kalise/IT0HYzpBBXk,
Vayari Bhama,Thammudu,2000,Ramana Gogula,Classical,vayari bhama thammudu ramana gogula,https://www.jiosaavn.com/song/vayari-bhama/NFkJCAJqY0U,
Sri Hanuman Suprabhatham,Sri Hanuman Suprabhatam Sri Hanuman Chalisa,2004,Dr. P. SrinivasAshok Gurjale,Hip-hop,sri hanuman suprabhatham sri hanuman suprabhatam sri hanuman chalisa dr. p. srinivasashok gurjal,https://www.jiosaavn.com/song/sri-hanuman-suprabhatham/QCEdWUVxdWk,
Pandagala,Mirchi,2013,Devi Sri PrasadKailash Kher,Hip-hop,pandagala mirchi devi sri prasadkailash kher,https://www.jiosaavn.com/song/pandagala/HlpTbjsCDkc,
Sarasalu,Shiva,1989,ManoS. Janaki,Hip-hop,sarasalu shiva mano . janaki,https://www.jiosaavn.com/song/sarasalu/GSoJfRJyfUI,
Pataku Pranam,Vaasu,2002,Harris JayarajKKSwarnalatha,Country,pataku pranam vaasu harri jayarajkkswarnalatha,https://www.jiosaavn.com/song/pataku-pranam/Pz0YVTZDX38,
Julai,Julai,2012,Devi Sri PrasadPriya HemeshSuchith Suresan,Electronic,julai julai devi sri prasadpriya hemeshsuchith suresan,https://www.jiosaavn.com/song/julai/JS8CSRpzfmc,
You're My Love,1 Nenokkadine,2014,Piyush KapoorDevi Sri Prasad,Jazz,you 're my love 1 nenokkadin piyush kapoordevi sri prasad,https://www.jiosaavn.com/song/youre-my-love/QCc8Sx0CTQE,
Nannedo Syeeamaku,Simhadri,2003,M.M. KeeravaniSunitha Upadrasta,Jazz,nannedo syeeamaku simhadri m.m . keeravanisunitha upadrasta,https://www.jiosaavn.com/song/nannedo-syeeamaku/CiIBWCQFW1A,
Choosa Choosa,Dhruva,2016,PadmalathaSniggy,Hip-hop,choosa choosa dhruva padmalathasniggi,https://www.jiosaavn.com/song/choosa-choosa/IztdWSNoXGQ,
Kumkumala,Brahmastra (Telugu) (Original Motion Picture Soundtrack),2022,PritamSid Sriram,Jazz,kumkumala brahmastra ( telugu ) ( origin motion pictur soundtrack ) pritamsid sriram,https://www.jiosaavn.com/song/kumkumala/Fw4xBQJ7eX4,
Lollipop,Lollipop,2022,Sid Sriram,Pop,lollipop lollipop sid sriram,https://www.jiosaavn.com/song/lollipop/EiQbez9SDlE,
Vana Vallappa,Annayya,2000,HariharanSujatha Mohan,Pop,vana vallappa annayya hariharansujatha mohan,https://www.jiosaavn.com/song/vana-vallappa/NgoEcwZgelo,
Manasu Palike,Swati Mutyam,2000,S. P. BalasubrahmanyamS. Janaki,Country,manasu palik swati mutyam s. p. balasubrahmanyam . janaki,https://www.jiosaavn.com/song/manasu-palike/NQYBRSZFAF0,
Endukanta Joda,7th Sense,2011,Harris JayarajBalramNaresh IyerSuchith Suresan,Blues,endukanta joda 7th sens harri jayarajbalramnaresh iyersuchith suresan,https://www.jiosaavn.com/song/endukanta-joda/PSwqSCF8AFU,
Prema Yatralaku,Gundamma Katha,1962,GhantasalaP. Susheela,Rock,prema yatralaku gundamma katha ghantasalap . susheela,https://www.jiosaavn.com/song/prema-yatralaku/R14bXyJ1RUY,
Om Namaha,Geetanjali,1989,IlaiyaraajaS.P. BalasubrahmanyamS. Janaki,Blues,om namaha geetanjali ilaiyaraajas.p . balasubrahmanyam . janaki,https://www.jiosaavn.com/song/om-namaha/OFEyBQREYn4,
Sathamana Mannadile,Mruga Raju,2001,Mani SharmaSadhana SargamHariharan,Rock,sathamana mannadil mruga raju mani sharmasadhana sargamhariharan,https://www.jiosaavn.com/song/sathamana-mannadile/OQZGXEdUUwI,
Barbi Bommaki,Teenmaar,2011,Mani SharmaBenny DayalShravana Bhargavi,Country,barbi bommaki teenmaar mani sharmabenni dayalshravana bhargavi,https://www.jiosaavn.com/song/barbi-bommaki/OQEIWUxAemI,
Aakasa Ganga,Vaana,2007,KamalakarKarthik,Jazz,aakasa ganga vaana kamalakarkarthik,"https://www.jiosaavn.com/song/aakasa-ganga/Nhw,QAV3Tn0",
Andagaada,Gharshana (New),2004,Harris JayarajHarini,Blues,andagaada gharshana ( new ) harri jayarajharini,https://www.jiosaavn.com/song/andagaada/Eis5VzV2VUI,
"Ye Chota Nuvvunna (feat. Tulsi Kumar, Haricharan Seshadri)",Saaho,2019,Guru Randhawa,Jazz,"ye chota nuvvunna ( feat . tulsi kumar , haricharan seshadri ) saaho guru randhawa",https://www.jiosaavn.com/song/ye-chota-nuvvunna-feat.-tulsi-kumar-haricharan-seshadri/ABojADFFWlE,
Kanapadava Male,Paagal,2021,Anand Aravindakshan,Pop,kanapadava male paagal anand aravindakshan,https://www.jiosaavn.com/song/kanapadava-male/RBIKeDNnfns,
Jallantha,Geetanjali,1989,IlaiyaraajaK. S. Chithra,Electronic,jallantha geetanjali ilaiyaraajak . s. chithra,https://www.jiosaavn.com/song/jallantha/AD9bBgRHAUQ,
Jalsa Jalsa (Remix),Jalsa,2008,Baba SehgalDevi Sri Prasad,Pop,jalsa jalsa ( remix ) jalsa baba sehgaldevi sri prasad,https://www.jiosaavn.com/song/jalsa-jalsa-remix/PVpaBTBAenc,
Kathakaadhey,Remo (Telugu) [Original Motion Picture Soundtrack],2016,Anirudh RavichanderAjeshSrinidhi Venkatesh,Classical,kathakaadhey remo ( telugu ) [ origin motion pictur soundtrack ] anirudh ravichanderajeshsrinidhi venkatesh,https://www.jiosaavn.com/song/kathakaadhey/KSdfaRVFQ0M,
Love Dhebba,Nannaku Prematho,2015,DeepakSravana BhargaviDevi Sri Prasad,Pop,love dhebba nannaku prematho deepaksravana bhargavidevi sri prasad,https://www.jiosaavn.com/song/love-dhebba/JgsxARcBbX4,
Thattukolede,Thattukolede,2021,Vijai BulganinSindhuja Srinivasan,Hip-hop,thattukoled thattukoled vijai bulganinsindhuja srinivasan,https://www.jiosaavn.com/song/thattukolede/CVgadj5ZUnk,
Yamunatheeram,Anand,2004,K.M. Radha KrishnanK. S. ChithraHariharan,Classical,yamunatheeram anand k.m . radha krishnank . s. chithrahariharan,https://www.jiosaavn.com/song/yamunatheeram/KTEjVBBcU0I,
Nachore Nachore,Yamadonga,2007,DeepuGanga,Electronic,nachor nachor yamadonga deepuganga,https://www.jiosaavn.com/song/nachore-nachore/GF4EZkBqeHE,
Mari Antaga,Seethamma Vakitlo Sirimalle Chettu,2012,Mickey J. MayorSreerama Chandra,Pop,mari antaga seethamma vakitlo sirimal chettu mickey j. mayorsreerama chandra,https://www.jiosaavn.com/song/mari-antaga/XQQZZgdhcXw,
Malleteegaroi,Andhrawala,2003,ChakriKousalya,Classical,malleteegaroi andhrawala chakrikousalya,https://www.jiosaavn.com/song/malleteegaroi/MQcgZDpyZVo,
Gurijala Guttamidha,Gurijala Guttamidha,2024,Relare Ganga,Rock,gurijala guttamidha gurijala guttamidha relar ganga,https://www.jiosaavn.com/song/gurijala-guttamidha/JwsgaxMdbVs,
Rangulalo,Abhinandana,2000,IlaiyaraajaS. JanakiS.P. Balasubrahmanyam,Electronic,rangulalo abhinandana ilaiyaraaja . janakis.p . balasubrahmanyam,https://www.jiosaavn.com/song/rangulalo/MiAbBDEIWR4,
Pari Poke Pitta,Nuvvostanante Nenoddantana,2014,MallikarjunSagar,Jazz,pari poke pitta nuvvostanant nenoddantana mallikarjunsagar,https://www.jiosaavn.com/song/pari-poke-pitta/CQMRBTh3cwc,
Shivaratri Song 2019,Shivaratri Song 2019,2021,Mangli,Hip-hop,shivaratri song 2019 shivaratri song 2019 mangli,https://www.jiosaavn.com/song/shivaratri-song-2019/AR4SAidGDgU,
Laalu Dharvaja,Bommarillu,2000,Devi Sri PrasadNaveenMuraliPriya Prakash,Electronic,laalu dharvaja bommarillu devi sri prasadnaveenmuralipriya prakash,https://www.jiosaavn.com/song/laalu-dharvaja/RRANUxFBQkU,
Banthi Poola Janaki,Baadshah,2013,Thaman SDaler MehndiRanina Reddy,Rock,banthi poola janaki baadshah thaman sdaler mehndiranina reddi,https://www.jiosaavn.com/song/banthi-poola-janaki/FwECfCdRYno,
Nee Kallathoti,Tulasi,2007,K. S. ChithraGandham Sagar,Country,nee kallathoti tulasi k. s. chithragandham sagar,https://www.jiosaavn.com/song/nee-kallathoti/PllcQDtdYF0,
Adiga Adiga,Ninnu Kori,2017,Sid Sriram,Electronic,adiga adiga ninnu kori sid sriram,https://www.jiosaavn.com/song/adiga-adiga/Cjg6UBxbBV8,
Prema Desam,Shakti,2011,Mani SharmaSaindhaviHemachandra,Country,prema desam shakti mani sharmasaindhavihemachandra,https://www.jiosaavn.com/song/prema-desam/GzAvB0ZJaHA,
Beautiful Love,Naa Peru Surya Naa Illu India,2018,Armaan MalikChaitra Ambadipudi,Hip-hop,beauti love naa peru surya naa illu india armaan malikchaitra ambadipudi,"https://www.jiosaavn.com/song/beautiful-love/KSsaZhJ,dF8",
Neneppudaina,Ramayya Vasthavayya,2013,Shankar MahadevanShreya Ghoshal,Blues,neneppudaina ramayya vasthavayya shankar mahadevanshreya ghoshal,https://www.jiosaavn.com/song/neneppudaina/FgoOWR0Bb3s,
Chakkiliginthala Ragam,Kodama Simham,1990,S. P. BalasubrahmanyamK. S. ChithraRaj-Koti,Pop,chakkiliginthala ragam kodama simham s. p. balasubrahmanyamk . s. chithraraj-koti,https://www.jiosaavn.com/song/chakkiliginthala-ragam/XS44eDNoREU,
Oorantha,Rang De,2020,Mangli Satyavathi,Jazz,oorantha rang de mangli satyavathi,https://www.jiosaavn.com/song/oorantha/MzsSeEVFbkY,
Peniviti,Aravindha Sametha,2018,Kaala Bhairava,Rock,peniv aravindha sametha kaala bhairava,https://www.jiosaavn.com/song/peniviti/BFkIfxxHTgI,
Chaliga Undannadey,Samarasimha Reddy,2000,Mani SharmaK. S. ChithraS.P. Balasubrahmanyam,Pop,chaliga undannadey samarasimha reddi mani sharmak . s. chithras.p . balasubrahmanyam,"https://www.jiosaavn.com/song/chaliga-undannadey/ITgiAA5,e2o",
Cheli Chemaku,Aadavari Matalaku Ardhalu Veruley,2007,Yuvan Shankar RajaAdnan SamiShweta MohanAnushka,Rock,cheli chemaku aadavari matalaku ardhalu veruley yuvan shankar rajaadnan samishweta mohananushka,https://www.jiosaavn.com/song/cheli-chemaku/BCIqQDwde3c,
Ule Ule,Om Bheem Bush,2024,Sunny M.R.Ram Miriyala,Hip-hop,ule ule om bheem bush sunni m.r.ram miriyala,https://www.jiosaavn.com/song/ule-ule/GzwgCCRGTVc,
Attantode,Desamuduru,2006,Ravi VarmaSuchitra,Blues,attantod desamuduru ravi varmasuchitra,https://www.jiosaavn.com/song/attantode/MgImVyVBXkQ,
Venkata Ramana Tandri Venkata Ramana,Venkata Ramana Tandri Venkata Ramana,2022,M.Ravikumar,Rock,venkata ramana tandri venkata ramana venkata ramana tandri venkata ramana m.ravikumar,https://www.jiosaavn.com/song/venkata-ramana-tandri-venkata-ramana/OxgoeiFdbnw,
Diamond Girl,Baadshah,2013,Thaman SSilambarasan TRSuchitra,Pop,diamond girl baadshah thaman ssilambarasan trsuchitra,https://www.jiosaavn.com/song/diamond-girl/CQAuRUVcWnQ,
Ranu Ranu,Jayam,2002,TejaR.P. Patnaik,Rock,ranu ranu jayam tejar.p . patnaik,https://www.jiosaavn.com/song/ranu-ranu/MSIzdzZVaAQ,
Evo Evo Kalale,Love Story,2020,Jonita GandhiNakul Abhyankar,Rock,evo evo kalal love stori jonita gandhinakul abhyankar,https://www.jiosaavn.com/song/evo-evo-kalale/GwISAyNbWWc,
Nee Illu Bangaram,Yogi,2006,TippuSunitha Upadrasta,Hip-hop,nee illu bangaram yogi tippusunitha upadrasta,https://www.jiosaavn.com/song/nee-illu-bangaram/GBkpegxdZgE,
Innallu (Bit),Chirutha,2007,Mani SharmaUsha,Hip-hop,innallu ( bit ) chirutha mani sharmausha,https://www.jiosaavn.com/song/innallu-bit/QhsMayd7Zn0,
Bangaru Kalla,Murari,2000,Mani SharmaUdit Narayan,Rock,bangaru kalla murari mani sharmaudit narayan,https://www.jiosaavn.com/song/bangaru-kalla/AyocQRhDQ1Q,
Bangaru Kodi Petta (Remix),Bangaru Kodi Petta (Remix),2010,RanjithShivaniM. M. Keeravani,Blues,bangaru kodi petta ( remix ) bangaru kodi petta ( remix ) ranjithshivanim . m. keeravani,https://www.jiosaavn.com/song/bangaru-kodi-petta-remix/PwsAUiEEZQE,
Dasarathi,Sri Ramadasu,2006,M. M. KeeravaniK. S. ChithraS.P. Balasubrahmanyam,Pop,dasarathi sri ramadasu m. m. keeravanik . s. chithras.p . balasubrahmanyam,https://www.jiosaavn.com/song/dasarathi/PickdBZ0XXk,
Jalabulajangu,College Don,2022,Anirudh RavichanderNakash Aziz,Country,jalabulajangu colleg don anirudh ravichandernakash aziz,https://www.jiosaavn.com/song/jalabulajangu/JyMjHCR6fUE,
Neelambari,Acharya​,2022,Ramya BeharaAnurag Kulkarni,Electronic,neelambari acharya​ ramya beharaanurag kulkarni,https://www.jiosaavn.com/song/neelambari/Fh1dABhjAWI,
Nuvante Nakistamani,Santhosham,2000,R.P. PatnaikRajeshUsha,Rock,nuvant nakistamani santhosham r.p . patnaikrajeshusha,https://www.jiosaavn.com/song/nuvante-nakistamani/ISEiZBNqfFA,
Ammayi (From &quot;ANIMAL&quot;) [Telugu],Ammayi (From &quot;ANIMAL&quot;) [Telugu],2023,Raghav ChaitanyaAnantha SriramPritamJAM8,Country,ammayi ( from & quot ; anim & quot ; ) [ telugu ] ammayi ( from & quot ; anim & quot ; ) [ telugu ] raghav chaitanyaanantha srirampritamjam8,https://www.jiosaavn.com/song/ammayi-from-animal-telugu/GhoTRi1fTlI,
Maate Manthram,Seeta Kokka Chilakka (Telugu),1981,Ilaiyaraaja,Electronic,maat manthram seeta kokka chilakka ( telugu ) ilaiyaraaja,https://www.jiosaavn.com/song/maate-manthram/PCMfZRhvTXY,
Vayyarala,Teenmaar,2011,Mani SharmaN.C. Karunya,Blues,vayyarala teenmaar mani sharman.c . karunya,https://www.jiosaavn.com/song/vayyarala/Jh4yekRnWh4,
Ramma Chilakamma,Choodalani Undi,2000,Mani SharmaUdit Narayan,Country,ramma chilakamma choodalani undi mani sharmaudit narayan,https://www.jiosaavn.com/song/ramma-chilakamma/JiAPRUR9UVY,
