title,album,year,artist,genre,text,url,hero
Listen To My Heart,Prema Kavali,2011,Anuj GurwaraAnjana Sowmya,Pop,listen to my heart prema kavali anuj gurwaraanjana sowmya,https://www.jiosaavn.com/song/listen-to-my-heart/Ey8jWz1oe2c,Aadi
Nammavemo,Parugu,2008,Mani SharmaSaketh,Electronic,nammavemo parugu mani sharmasaketh,https://www.jiosaavn.com/song/nammavemo/MTJbcBJ9b1o,Allu Arjun
Priya Raagale,Hello Brother,1994,Raj-KotiK. S. ChithraS.P. Balasubrahmanyam,Electronic,priya raagal hello brother raj-kotik . s. chithras.p . balasubrahmanyam,https://www.jiosaavn.com/song/priya-raagale/HCwFXSVXfFA,Akkineni Nagarjuna
Karukkuchoopu Kurraada,Rayudu,2016,D. ImmanVandana SrinivasanJithin RajJayamoorthy,Jazz,karukkuchoopu kurraada rayudu d. immanvandana srinivasanjithin rajjayamoorthi,https://www.jiosaavn.com/song/karukkuchoopu-kurraada/AgEnVkVVT0c,Balakrishna
Ramana Aei,Guntur Kaaram,2023,Mahesh BabuThaman SKanakavva,Pop,ramana aei guntur kaaram mahesh babuthaman skanakavva,https://www.jiosaavn.com/song/ramana-aei/ADpbQz5ldlU,Mahesh Babu
Malli Malli,Rakshasudu,1986,S.P. BalasubrahmanyamS. Janaki,Country,malli malli rakshasudu s.p . balasubrahmanyam . janaki,https://www.jiosaavn.com/song/malli-malli/BicIZR18TnA,Suriya
Mynaa Emynave,Maa Annayya,2000,S.A. Raj KumarK. S. ChithraUnni Krishnan,Electronic,mynaa emynav maa annayya s.a. raj kumark . s. chithraunni krishnan,https://www.jiosaavn.com/song/mynaa-emynave/EQ1aBiFjdHQ,Chiranjeevi
Okey Oka Lokam,Sashi,2021,Sid Sriram,Hip-hop,okey oka lokam sashi sid sriram,https://www.jiosaavn.com/song/okey-oka-lokam/BhkxR0B4fn8,Aadhi Pinisetty
Thelusa Manasa,Criminal,1994,S.P. BalasubrahmanyamK. S. Chithra,Jazz,thelusa manasa crimin s.p . balasubrahmanyamk . s. chithra,https://www.jiosaavn.com/song/thelusa-manasa/SFAxdEN9bQs,Chiranjeevi
Nee Chitram Choosi,Love Story,2020,Anurag Kulkarni,Blues,nee chitram choosi love stori anurag kulkarni,https://www.jiosaavn.com/song/nee-chitram-choosi/BzIYHCIFVgA,Naga Chaitanya
Chukkala Chunni,SR Kalyanamandapam,2020,Anurag KulkarniChaitan Bharadwaj,Electronic,chukkala chunni sr kalyanamandapam anurag kulkarnichaitan bharadwaj,https://www.jiosaavn.com/song/chukkala-chunni/ACFTXEV0VVU,Raj Tarun
Luckkanna Mate Nillu,Raghuvaran B.Tech,2014,Anirudh RavichanderRevanth,Classical,luckkanna mate nillu raghuvaran b.tech anirudh ravichanderrevanth,https://www.jiosaavn.com/song/luckkanna-mate-nillu/SVwAWg4dBlA,Ram Pothineni
Buttabomma,Ala Vaikunthapurramuloo,2019,Armaan Malik,Jazz,buttabomma ala vaikunthapurramuloo armaan malik,https://www.jiosaavn.com/song/buttabomma/QT0aQiR-AEY,Allu Arjun
Chitti Nadumune,Gudumba Shankar,2004,Mani SharmaMallikarjunPremji Amaran,Hip-hop,chitti nadumun gudumba shankar mani sharmamallikarjunpremji amaran,https://www.jiosaavn.com/song/chitti-nadumune/EiwOBE0DAHc,Pawan Kalyan
Hungry Cheetah (From &quot;They Call Him OG&quot;),Hungry Cheetah (From &quot;They Call Him OG&quot;),2023,Thaman S,Blues,hungri cheetah ( from & quot ; they call him og & quot ; ) hungri cheetah ( from & quot ; they call him og & quot ; ) thaman s,https://www.jiosaavn.com/song/hungry-cheetah-from-they-call-him-og/OgQvaDxEbwE,Sree Vishnu
Naalo Chilipi Kala (Theme Song),Lover,2018,Yazin Nizar,Classical,naalo chilipi kala ( theme song ) lover yazin nizar,https://www.jiosaavn.com/song/naalo-chilipi-kala-theme-song/HAAecgBqelA,Raj Tarun
Gajje Ghallumandiro,Bava Bavamaridhi,2000,Raj-KotiK. S. ChithraS.P. Balasubrahmanyam,Blues,gajj ghallumandiro bava bavamaridhi raj-kotik . s. chithras.p . balasubrahmanyam,https://www.jiosaavn.com/song/gajje-ghallumandiro/QjEtWAFGB0I,Naga Chaitanya
Ma Gallilo Okkadu Poradu,Ma Gallilo Okkadu Poradu,2022,Mounika Yadav,Jazz,ma gallilo okkadu poradu ma gallilo okkadu poradu mounika yadav,https://www.jiosaavn.com/song/ma-gallilo-okkadu-poradu/FD0BdEEFQmc,Nani
Sirivennela,Shyam Singha Roy - Telugu,2021,Anurag Kulkarni,Jazz,sirivennela shyam singha roy - telugu anurag kulkarni,https://www.jiosaavn.com/song/sirivennela/FQs7CTFoB2I,Ram Charan
Chilaka,Chilaka,2024,Vijai BulganinLakshmi Meghana,Pop,chilaka chilaka vijai bulganinlakshmi meghana,https://www.jiosaavn.com/song/chilaka/IyVTZllBXWY,Naga Chaitanya
Srimathi Garu,Lucky Baskhar,2024,G.V. Prakash KumarVishal MishraShweta Mohan,Rock,srimathi garu lucki baskhar g.v . prakash kumarvish mishrashweta mohan,https://www.jiosaavn.com/song/srimathi-garu/AjEceEJ4cH0,Ravi Teja
Cheliya,Kushi,2001,Mani SharmaHariniJeans Srinivas,Electronic,cheliya kushi mani sharmaharinijean sriniva,https://www.jiosaavn.com/song/cheliya/OQkccBlEQmk,Allu Arjun
Nemali Kulukula,Rangam,2011,P. UnnikrishnanShweta Mohan,Blues,nemali kulukula rangam p. unnikrishnanshweta mohan,https://www.jiosaavn.com/song/nemali-kulukula/Fgc7ByACTV4,Allu Arjun
Kannula Baasalu,7/G Brundhavana Colony,2004,Karthik,Hip-hop,kannula baasalu 7/g brundhavana coloni karthik,https://www.jiosaavn.com/song/kannula-baasalu/ACMkfjh7X0c,Allu Arjun
Vastha Nee Venuka,Naani,2004,A.R. RahmanHariniHariharan,Jazz,vastha nee venuka naani a.r . rahmanharinihariharan,https://www.jiosaavn.com/song/vastha-nee-venuka/CgYzeUIAXGc,Vijay Deverakonda
Nenu Nuvvantu,Orange,2010,NadeeshNaresh IyerU.V. Jackey,Electronic,nenu nuvvantu orang nadeeshnaresh iyeru.v . jackey,https://www.jiosaavn.com/song/nenu-nuvvantu/Jx87f0NeYX4,Nani
Muvvala Navakala,Pournamy,2000,Devi Sri PrasadK. S. ChithraS.P. Balasubrahmanyam,Rock,muvvala navakala pournami devi sri prasadk . s. chithras.p . balasubrahmanyam,https://www.jiosaavn.com/song/muvvala-navakala/RgMRSSN9YAE,Ravi Teja
Undiporaadhey - Male Version,Hushaaru,2018,Sid Sriram,Classical,undiporaadhey - male version hushaaru sid sriram,https://www.jiosaavn.com/song/undiporaadhey-male-version/PAVffS1RAFA,Suriya
Chal Chalo Chalo,S/O Satyamurthy,2015,Raghu DixitSooraj SanthoshRita Thyagarajan,Hip-hop,chal chalo chalo s/o satyamurthi raghu dixitsooraj santhoshrita thyagarajan,https://www.jiosaavn.com/song/chal-chalo-chalo/PgI4fBVyYmQ,Pawan Kalyan
Radhe Govinda,Indra,2002,Mani SharmaUdit NarayanK. S. Chithra,Pop,radh govinda indra mani sharmaudit narayank . s. chithra,https://www.jiosaavn.com/song/radhe-govinda/GF8OUztpU2s,Nandamuri Balakrishna
Balapam Patti,Bobbili Raja,1990,IlaiyaraajaK. S. ChithraS.P. Balasubrahmanyam,Electronic,balapam patti bobbili raja ilaiyaraajak . s. chithras.p . balasubrahmanyam,https://www.jiosaavn.com/song/balapam-patti/MUU0cw5HZEQ,Allu Arjun
Jala Jala Jalapaatham Nuvvu,Uppena,2020,Jaspreet JaszShreya Ghoshal,Rock,jala jala jalapaatham nuvvu uppena jaspreet jaszshreya ghoshal,https://www.jiosaavn.com/song/jala-jala-jalapaatham-nuvvu/OTsvVSxkZQE,Panja Vaisshnav Tej
Yellae Lama,7th Sense,2011,Harris JayarajVijay PrakashKarthikPop ShaliniRita Thyagarajan,Classical,yella lama 7th sens harri jayarajvijay prakashkarthikpop shalinirita thyagarajan,https://www.jiosaavn.com/song/yellae-lama/Q14ZaSJRAl4,Prabhas
Madam Sir Madam Anthe (Original Motion Picture Soundtrack),Madam Sir Madam Anthe,2024,Sid SriramKalyan NayakBhaskarabhatla,Pop,madam sir madam anth ( origin motion pictur soundtrack ) madam sir madam anth sid sriramkalyan nayakbhaskarabhatla,https://www.jiosaavn.com/song/madam-sir-madam-anthe-original-motion-picture-soundtrack/GR48CBVHR1Y,Ravi Teja
Abbo Neeyamma,Anji,2000,Mani SharmaKalpanaS.P. Balasubrahmanyam,Rock,abbo neeyamma anji mani sharmakalpanas.p . balasubrahmanyam,https://www.jiosaavn.com/song/abbo-neeyamma/PB1dXhB1U3A,Ravi Teja
Yemunnave Pilla (From &quot;Nallamalla&quot;),Yemunnave Pilla (From &quot;Nallamalla&quot;),2021,Peddapalli Rohith (PR)Sid Sriram,Rock,yemunnav pilla ( from & quot ; nallamalla & quot ; ) yemunnav pilla ( from & quot ; nallamalla & quot ; ) peddap rohith ( pr ) sid sriram,https://www.jiosaavn.com/song/yemunnave-pilla-from-nallamalla/ElpdXDtVaAA,Mahesh Babu
Priyatama,Jagadekaveerudu Athiloka Sundari,1990,IlaiyaraajaS. JanakiS.P. Balasubrahmanyam,Blues,priyatama jagadekaveerudu athiloka sundari ilaiyaraaja . janakis.p . balasubrahmanyam,https://www.jiosaavn.com/song/priyatama/RVseUAByUHQ,Naga Chaitanya
Naalo Unna Prema,Premante Idera,1998,Ramana GogulaK. S. ChithraS.P. Balasubrahmanyam,Classical,naalo unna prema premant idera ramana gogulak . s. chithras.p . balasubrahmanyam,https://www.jiosaavn.com/song/naalo-unna-prema/KVlcUjAEAns,Venkatesh
Na Roja Nuvve,Kushi (Telugu),2024,Hesham Abdul Wahab,Classical,na roja nuvv kushi ( telugu ) hesham abdul wahab,https://www.jiosaavn.com/song/na-roja-nuvve/OS4mWwxVfl0,Ram Charan
Ammadu Appachi,Indra,2002,Mani SharmaKalpanaS.P. Balasubrahmanyam,Jazz,ammadu appachi indra mani sharmakalpanas.p . balasubrahmanyam,https://www.jiosaavn.com/song/ammadu-appachi/QUVcAiJFegc,Ravi Teja
Vachindamma,Geetha Govindam,2018,Sid Sriram,Rock,vachindamma geetha govindam sid sriram,https://www.jiosaavn.com/song/vachindamma/ESIZawNaVGw,Mahesh Babu
Adaraku,Athadu,2005,Vishwa DeepakSuchithra,Electronic,adaraku athadu vishwa deepaksuchithra,https://www.jiosaavn.com/song/adaraku/A1sfWAxIcWk,Rajendra Prasad
Bavalla Na Bavalla,Bavalla Na Bavalla,2021,Shirisha,Jazz,bavalla na bavalla bavalla na bavalla shirisha,https://www.jiosaavn.com/song/bavalla-na-bavalla/NR8zCD5VTnY,Allu Arjun
Jabilamma Neeku Anta Kopama,Pelli,2000,S.A. Raj KumarS.P. Balasubrahmanyam,Classical,jabilamma neeku anta kopama pelli s.a. raj kumars.p . balasubrahmanyam,https://www.jiosaavn.com/song/jabilamma-neeku-anta-kopama/RSokdj1VeEQ,Prabhas
Aradhya,Kushi (Telugu),2024,Hesham Abdul WahabSid SriramChinmayi Sripaada,Pop,aradhya kushi ( telugu ) hesham abdul wahabsid sriramchinmayi sripaada,https://www.jiosaavn.com/song/aradhya/HS8Nez5qdAQ,Venkatesh
Mutyala Dhaarani,7th Sense,2011,Harris JayarajKarthikMegha,Country,mutyala dhaarani 7th sens harri jayarajkarthikmegha,https://www.jiosaavn.com/song/mutyala-dhaarani/CRsHW1kdUkQ,Jr. NTR
Crazy Feeling,Nenu Sailaja,2015,Prudhvi ChandraDevi Sri Prasad,Jazz,crazi feel nenu sailaja prudhvi chandradevi sri prasad,https://www.jiosaavn.com/song/crazy-feeling/HSA9Uzx7YQI,Mahesh Babu
Subhalekha,Kondaveeti Donga,1990,S.P. BalasubrahmanyamK. S. Chithra,Electronic,subhalekha kondaveeti donga s.p . balasubrahmanyamk . s. chithra,https://www.jiosaavn.com/song/subhalekha/OF4ZcjJpRl8,Allu Arjun
Allantha Doorala,Aadavari Matalaku Ardhalu Veruley,2007,Yuvan Shankar RajaS.P. Balasubrahmanyam,Blues,allantha doorala aadavari matalaku ardhalu veruley yuvan shankar rajas.p . balasubrahmanyam,https://www.jiosaavn.com/song/allantha-doorala/R1w5BTlVcH0,NTR Jr.
Evare,Premam,2016,Vijay Yesudas,Classical,evar premam vijay yesuda,https://www.jiosaavn.com/song/evare/Pis5VkwHVgI,Mahesh Babu
Abbanee,Jagadekaveerudu Athiloka Sundari,1990,IlaiyaraajaS.P. Balasubrahmanyam,Pop,abbane jagadekaveerudu athiloka sundari ilaiyaraajas.p . balasubrahmanyam,https://www.jiosaavn.com/song/abbanee/JgtSVhlDXnQ,Nani
Leharaayi,Most Eligible Bachelor,2020,Sid Sriram,Jazz,leharaayi most elig bachelor sid sriram,https://www.jiosaavn.com/song/leharaayi/Hj1SCUBYAXs,Prabhas
Baguntundhi Nuvvu Navvithe,Atithi Devobhava (Original Motion Picture Soundtrack),2022,Sekhar ChandraSid SriramNutana Mohan,Classical,baguntundhi nuvvu navvith atithi devobhava ( origin motion pictur soundtrack ) sekhar chandrasid sriramnutana mohan,https://www.jiosaavn.com/song/baguntundhi-nuvvu-navvithe/QRABHBFhVEc,Ram Charan
Oo Antava Oo Oo Antava,Pushpa - The Rise,2021,Indravathi Chauhan,Pop,oo antava oo oo antava pushpa - the rise indravathi chauhan,https://www.jiosaavn.com/song/oo-antava-oo-oo-antava/IScKejZZYVo,Vijay Deverakonda
Choosi Chudangane,Chalo,2017,Mahati Swara SagarAnurag Kulkarni,Blues,choosi chudangan chalo mahati swara sagaranurag kulkarni,https://www.jiosaavn.com/song/choosi-chudangane/Pzw0UhVET3s,Nani
Oorugalle,Sainikudu,2006,KarthikN.C. KarunyaHariniMalathi,Rock,oorugal sainikudu karthikn.c . karunyaharinimalathi,https://www.jiosaavn.com/song/oorugalle/NhksAiFVR2Q,Vijay Deverakonda
Choododhu,Pokiri,2006,Mani SharmaKarthikMaha Lakshmi,Rock,choododhu pokiri mani sharmakarthikmaha lakshmi,https://www.jiosaavn.com/song/choododhu/Kg8ibjUdUEM,Suriya
Andhama Andhama,Govinda Govinda,1994,S.P. BalasubrahmanyamK. S. Chithra,Classical,andhama andhama govinda govinda s.p . balasubrahmanyamk . s. chithra,https://www.jiosaavn.com/song/andhama-andhama/IiczY0QHBVw,Akkineni Nagarjuna
Srivalli,Pushpa - The Rise,2021,Sid Sriram,Electronic,srival pushpa - the rise sid sriram,https://www.jiosaavn.com/song/srivalli/RBpGRidYdVI,NTR Jr.
Choosale Kallaraa,SR Kalyanamandapam,2020,Sid SriramChaitan Bharadwaj,Electronic,choosal kallaraa sr kalyanamandapam sid sriramchaitan bharadwaj,https://www.jiosaavn.com/song/choosale-kallaraa/QVEkWURcf1k,Naga Chaitanya
Bunny Bunny,Bunny,2005,Devi Sri PrasadMuraliSrilekha Parthasarathy,Hip-hop,bunni bunni bunni devi sri prasadmuralisrilekha parthasarathi,https://www.jiosaavn.com/song/bunny-bunny/MjEBSxEJc2c,Ram Charan
Idhedho Bagundhe,Mirchi,2013,Devi Sri PrasadVijay PrakashAnitha Karthikeyan,Electronic,idhedho bagundh mirchi devi sri prasadvijay prakashanitha karthikeyan,https://www.jiosaavn.com/song/idhedho-bagundhe/CQAqdwIJdEA,NTR Jr.
Mella Mellagaa,ABCD - American Born Confused Desi,2019,Sid SriramAditi Bhavaraju,Hip-hop,mella mellagaa abcd - american born confus desi sid sriramad bhavaraju,https://www.jiosaavn.com/song/mella-mellagaa/SRFGBwZGAwA,Allu Arjun
Dhruva Dhruva,Dhruva,2016,Amit Mishra,Pop,dhruva dhruva dhruva amit mishra,https://www.jiosaavn.com/song/dhruva-dhruva/JjcNYhBZBVI,Vijay Deverakonda
Andala Ada Bomma,Samarasimha Reddy,2000,Mani SharmaUdit NarayanSujatha Mohan,Pop,andala ada bomma samarasimha reddi mani sharmaudit narayansujatha mohan,https://www.jiosaavn.com/song/andala-ada-bomma/FV4ZaABZWQQ,Suriya
Waiting For You,Oy!,2009,KK,Jazz,wait for you oy ! kk,https://www.jiosaavn.com/song/waiting-for-you/QAM9eRlXW3Y,Nani
Aunty Koothura,Bavagaru Bagunnara,1998,S.P. BalasubrahmanyamK. S. Chithra,Blues,aunti koothura bavagaru bagunnara s.p . balasubrahmanyamk . s. chithra,https://www.jiosaavn.com/song/aunty-koothura/JQ8oex1iAUY,Naga Chaitanya
Bussekki Vastavo,Seethaiah,2003,M. M. KeeravaniK. S. ChithraS.P. Balasubrahmanyam,Pop,bussekki vastavo seethaiah m. m. keeravanik . s. chithras.p . balasubrahmanyam,https://www.jiosaavn.com/song/bussekki-vastavo/Qg05VicIU0U,Pawan Kalyan
Nelluri Nerajana,Oke Okkadu,1999,A.R. RahmanMahalakshmi IyerHariharan,Hip-hop,nelluri nerajana oke okkadu a.r . rahmanmahalakshmi iyerhariharan,https://www.jiosaavn.com/song/nelluri-nerajana/Hw4uQEAEUUE,Venkatesh
Kondakaki,Aparichithudu,2005,Harris JayarajKKSujatha MohanJessi Gift,Pop,kondakaki aparichithudu harri jayarajkksujatha mohanjessi gift,https://www.jiosaavn.com/song/kondakaki/OV04QSUDB3w,Ram Charan
Urike Urike,Urike Urike (From &quot;Hit 2&quot;),2022,M.M. SreelekhaSid SriramRamya Behara,Blues,urik urik urik urik ( from & quot ; hit 2 & quot ; ) m.m . sreelekhasid sriramramya behara,https://www.jiosaavn.com/song/urike-urike/OzwTWiJHYFg,Ram Pothineni
Rose Rose Rose,Allari Priyudu,1994,S.P. BalasubrahmanyamK. S. Chithra,Country,rose rose rose allari priyudu s.p . balasubrahmanyamk . s. chithra,https://www.jiosaavn.com/song/rose-rose-rose/EVtTQCxcVXQ,Allu Arjun
Violin Song,Iddarammayilatho,2013,Devi Sri PrasadDavid SimonAnitha Karthikeyan,Electronic,violin song iddarammayilatho devi sri prasaddavid simonanitha karthikeyan,https://www.jiosaavn.com/song/violin-song/AR1dYAxaVVw,Suriya
Kammani,Guna,1992,IlaiyaraajaKamal HaasanS.P. Sailaja,Country,kammani guna ilaiyaraajakam haasans.p . sailaja,https://www.jiosaavn.com/song/kammani/KV49BCxzUno,Jr. NTR
Neeve,Darling,2010,G.V. Prakash Kumar,Rock,neev darl g.v . prakash kumar,https://www.jiosaavn.com/song/neeve/NR9eHB91D0I,Nani
Manmadha,Manmadha,2005,K. S. Chithra,Blues,manmadha manmadha k. s. chithra,https://www.jiosaavn.com/song/manmadha/H1EYREx9Qwc,Suriya
Priya Mahasaya,Vamsaniki Okkadu,2000,KotiS.P. BalasubrahmanyamK. S. Chithra,Jazz,priya mahasaya vamsaniki okkadu kotis.p . balasubrahmanyamk . s. chithra,https://www.jiosaavn.com/song/priya-mahasaya/IxERZEJabUE,Naga Chaitanya
Ramuloo Ramulaa,Ala Vaikunthapurramuloo,2019,Anurag KulkarniMangli,Blues,ramuloo ramulaa ala vaikunthapurramuloo anurag kulkarnimangli,https://www.jiosaavn.com/song/ramuloo-ramulaa/JxosZFlZRnY,Suriya
Kila Kila Navve,Suryavamsam,2003,S. P. BalasubrahmanyamK. S. Chithra,Hip-hop,kila kila navv suryavamsam s. p. balasubrahmanyamk . s. chithra,https://www.jiosaavn.com/song/kila-kila-navve/IjgxXCBkZn4,Mahesh Babu
Arere Vaanaa,Awaara,2010,Yuvanshankar RajaRahul NambiarSaindhavi,Pop,arer vaanaa awaara yuvanshankar rajarahul nambiarsaindhavi,https://www.jiosaavn.com/song/arere-vaanaa/PjseCSADRgA,Sree Vishnu
Prema Prema,Prema Desam,1996,S.P. BalasubrahmanyamO.S. Arun,Country,prema prema prema desam s.p . balasubrahmanyamo. . arun,https://www.jiosaavn.com/song/prema-prema/L1paUhVdcAY,Jr. NTR
Ababba Iddu,Choodalani Undi,2000,Mani SharmaS.P. BalasubrahmanyamSujatha Mohan,Classical,ababba iddu choodalani undi mani sharmas.p . balasubrahmanyamsujatha mohan,https://www.jiosaavn.com/song/ababba-iddu/KhAkAy1iRHA,Akkineni Nagarjuna
Kotha Kothaga,Coolie No. 1,1991,S.P. BalasubrahmanyamK. S. Chithra,Country,kotha kothaga cooli no . 1 s.p . balasubrahmanyamk . s. chithra,"https://www.jiosaavn.com/song/kotha-kothaga/PVE,VzNFXng",Suriya
Chilipiga,Orange,2010,Karthik,Blues,chilipiga orang karthik,https://www.jiosaavn.com/song/chilipiga/PyJfaSFAfGM,Pawan Kalyan
Gurthu Kochi Naapudala,Love Failure,2019,Ramu,Electronic,gurthu kochi naapudala love failur ramu,https://www.jiosaavn.com/song/gurthu-kochi-naapudala/IwoxfQ1fB0M,Allu Arjun
Nandamoori Nayaka,Samarasimha Reddy,2000,Mani SharmaK. S. ChithraS.P. Balasubrahmanyam,Pop,nandamoori nayaka samarasimha reddi mani sharmak . s. chithras.p . balasubrahmanyam,https://www.jiosaavn.com/song/nandamoori-nayaka/MRgDUDVVZEU,Chiranjeevi
Asale Pilla,Ghatikudu,2009,Harris JayarajKarthikHariniBenny Dayal,Jazz,asal pilla ghatikudu harri jayarajkarthikharinibenni dayal,"https://www.jiosaavn.com/song/asale-pilla/Ei9ZUgV,aEs",Gopichand
Yedhalo Oka Mounam - The Innocence Of Love,3 (Telugu),2012,Anirudh RavichanderAjesh,Pop,yedhalo oka mounam - the innoc of love 3 ( telugu ) anirudh ravichanderajesh,https://www.jiosaavn.com/song/yedhalo-oka-mounam-the-innocence-of-love/FyRbCQQAf1w,NTR Jr.
Nuvvunte,Aarya,2004,SagarSumangali,Blues,nuvvunt aarya sagarsumangali,https://www.jiosaavn.com/song/nuvvunte/QxEzABhTe3k,Allu Arjun
Cheppamma,Murari,2000,Mani SharmaK. S. Chithra,Classical,cheppamma murari mani sharmak . s. chithra,"https://www.jiosaavn.com/song/cheppamma/Eww,fgVaAGQ",Mahesh Babu
Naa Kanulu Yepudu,Rang De,2020,Sid Sriram,Country,naa kanulu yepudu rang de sid sriram,https://www.jiosaavn.com/song/naa-kanulu-yepudu/GyNZVDhEVWo,Nithiin
Eyy Bidda Idhi Naa Adda,Pushpa - The Rise,2021,Nakash Aziz,Pop,eyi bidda idhi naa adda pushpa - the rise nakash aziz,https://www.jiosaavn.com/song/eyy-bidda-idhi-naa-adda/CRknaCZdTgY,Allu Arjun
Nuvvasthanante,Varsham,2003,Devi Sri PrasadK. S. ChithraRaqueeb Alam,Rock,nuvvasthanant varsham devi sri prasadk . s. chithraraqueeb alam,https://www.jiosaavn.com/song/nuvvasthanante/KFAlQzhXeQI,Prabhas
Chiluka Kshemama,Telugu Romantic Film Hits,2015,Bappi Lahiri,Pop,chiluka kshemama telugu romant film hit bappi lahiri,"https://www.jiosaavn.com/song/chiluka-kshemama/CjJbBw1,ZnY",Nani
Vayasa Chusuko,Premante Idera,1998,Ramana GogulaK. S. ChithraS.P. Balasubrahmanyam,Electronic,vayasa chusuko premant idera ramana gogulak . s. chithras.p . balasubrahmanyam,https://www.jiosaavn.com/song/vayasa-chusuko/CBwHA0FGD1s,Vijay Deverakonda
Naaloney Pongaynu,Surya S/o Krishnan,2008,Harish RaghavendraHarris JayarajV.V. PrassannaDevan Ekambaram,Country,naaloney pongaynu surya s/o krishnan harish raghavendraharri jayarajv.v . prassannadevan ekambaram,https://www.jiosaavn.com/song/naaloney-pongaynu/CiosdBFiWHs,Surya S/o Krishnan � Suriya
Halamithi Habibo,Beast,2022,Anirudh RavichanderJonita Gandhi,Electronic,halamithi habibo beast anirudh ravichanderjonita gandhi,https://www.jiosaavn.com/song/halamithi-habibo/GwQ6RQBYDmo,Vijay
Hello Rammante,Orange,2010,Vijay PrakashDevan EkambaramD. Burns,Blues,hello rammant orang vijay prakashdevan ekambaramd . burn,https://www.jiosaavn.com/song/hello-rammante/BSM6QSdHaAs,Ram Charan
Hai Rama,Rangeli,1995,HariharanSwarnalatha,Electronic,hai rama rang hariharanswarnalatha,https://www.jiosaavn.com/song/hai-rama/RCwAfSxDT1w,Mahesh Babu
Amma Song,Guntur Kaaram,2023,Thaman SVishal Mishra,Country,amma song guntur kaaram thaman svishal mishra,https://www.jiosaavn.com/song/amma-song/My0PUCdCVEI,Mahesh Babu
Enno Ratrulosthayi Gani,Dharma Kshetram,1992,IlaiyaraajaS.P. BalasubrahmanyamK. S. Chithra,Hip-hop,enno ratrulosthayi gani dharma kshetram ilaiyaraajas.p . balasubrahmanyamk . s. chithra,https://www.jiosaavn.com/song/enno-ratrulosthayi-gani/R1wmdh5Ae2Y,Mahesh Babu
Dekho Dekho Gabbar Singh,Gabbar Singh,2012,Devi Sri PrasadBaba SehgalNaveen Madhav,Classical,dekho dekho gabbar singh gabbar singh devi sri prasadbaba sehgalnaveen madhav,https://www.jiosaavn.com/song/dekho-dekho-gabbar-singh/EQQsQj1XUVo,NTR Jr.
Telusa Nesthama,Simharasi,2001,HariharanK. S. ChithraS.A. Rajkumar,Rock,telusa nesthama simharasi hariharank . s. chithras.a . rajkumar,https://www.jiosaavn.com/song/telusa-nesthama/PRFZRB5kWHw,Allu Arjun
